file	line	english	russian	status
overrides/config/ftbquests/quests/chapters/useful_items.snbt	88	Can be used to teleport to a saved location, in any dimension	Телепортирует в сохранённую точку из любого измерения	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	116	Super Home Stone	Суперкамень возвращения	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	121	Just incase you don't complete a questline, love Ben	На случай, если вы не завершите цепочку заданий. С любовью, Бен	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	138	Sound Of Money	Звон монет	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	144	A spare Immersive Engineering Manual	Запасное руководство инженера из Immersive Engineering	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	159	Immersive Engineering Manual	Руководство инженера Immersive Engineering	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	165	A friendly luggage that will help carry your items. Shift right click to pick up	Дружелюбный сундук на ножках поможет переносить вещи. Чтобы подобрать его, нажмите Shift+ПКМ	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	181	Luggage	Багаж	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	186	Auto feed the player wearing the backpack	Автоматически кормит владельца рюкзака	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	202	Feeding Upgrade	Улучшение кормления	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	207	Allow the backpack to collect nearby items	Позволяет рюкзаку собирать предметы поблизости	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	223	Magnet Upgrade	Магнитное улучшение	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	228	Allows the backback to compact 	Позволяет рюкзаку автоматически уплотнять предметы	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	244	Compacting Upgrade	Уплотняющее улучшение	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	249	Makes the backpack immune to void and despawning	Защищает рюкзак от пустоты и исчезновения предметов	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	265	Everlasting Upgrade	Вечное улучшение	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	270	Allows the backpack to smelt	Позволяет переплавлять предметы прямо в рюкзаке	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	286	Smelting Upgrade	Плавильное улучшение	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	291	Allows the backpack to craft	Добавляет в рюкзак сетку создания	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	307	Crafting Upgrade	Улучшение создания	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	312	Allows the backpack to store fluids	Позволяет рюкзаку хранить жидкости	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	328	Tank Upgrade	Улучшение-резервуар	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	333	Allows the backback to store energy	Позволяет рюкзаку хранить энергию	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	349	Battery Upgrade	Улучшение-аккумулятор	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	355	Produces power based on the dimension its placed in. Doesn't store RF	Вырабатывает энергию в зависимости от измерения, где установлен. RF внутри не хранит	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	371	Gravity Generator	Гравитационный генератор	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	376	Space in the air without block support	Позволяет строить в воздухе без опорных блоков	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	392	Floating Block	Парящий блок	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	398	Move items across dimensions	Перемещает предметы между измерениями	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	415	Ender Chest	Эндер-сундук	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	421	Moves fluids across dimensions	Перемещает жидкости между измерениями	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	438	Ender Tank	Эндер-резервуар	reviewed
overrides/config/ftbquests/quests/chapters/useful_items.snbt	443	Useful Items	Полезные предметы	reviewed
overrides/config/ftbquests/quests/chapters/wireless_power.snbt	18	The base of flux networks	Основа сетей Flux Networks	reviewed
overrides/config/ftbquests/quests/chapters/wireless_power.snbt	35	Adds energy to your wireless network	Передаёт энергию в беспроводную сеть	reviewed
overrides/config/ftbquests/quests/chapters/wireless_power.snbt	52	Takes energy from your wireless network	Забирает энергию из беспроводной сети	reviewed
overrides/config/ftbquests/quests/chapters/wireless_power.snbt	69	The core	Ядро	reviewed
overrides/config/ftbquests/quests/chapters/wireless_power.snbt	89	Allows for wireless charging of items in your inventory	Беспроводным способом заряжает предметы в инвентаре	reviewed
overrides/config/ftbquests/quests/chapters/wireless_power.snbt	106	Stores power for your wireless network	Хранит энергию беспроводной сети	reviewed
overrides/config/ftbquests/quests/chapters/wireless_power.snbt	122	Wireless Power	Беспроводная энергия	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	13	That took a while...	Это заняло некоторое время...	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	29	Any #minecraft:logs	Любой предмет из тега #minecraft:logs	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	32	Logs	Брёвна	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	38	Planks can be made from wood	Из древесины создаются доски	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	54	Any #minecraft:planks	Любой предмет из тега #minecraft:planks	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	57	Planks	Доски	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	63	Sticks can be made from planks	Палки можно сделать из досок	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	80	Better furnace fuel	Более эффективное топливо для печи	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	97	Smelts one item	Переплавляет один предмет	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	114	More chests	Больше сундуков	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	130	Any #forge:chests/wooden	Любой предмет из тега #forge:chests/wooden	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	133	Chest	Сундук	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	139	Move items around 	Перемещает предметы	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	156	Smoking logs will make ash	При копчении брёвен получается зола	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	173	Smelted ash makes ash bricks	При переплавке золы получаются кирпичи из золы	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	190	Used to create immersive engineering multiblocks	Используется для создания мультиблоков Immersive Engineering	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	220	When placed in a 3x3x3 and using the hammer on then will create the blast furnace . This can be used to break some blocks down into certain nuggets	Сложите куб 3x3x3 и ударьте по нему инженерным молотом, чтобы построить доменную печь. В ней некоторые блоки можно перерабатывать в кусочки металлов	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	237	Smokes items	Коптит предметы	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	254	When placed in a 3x3x3 and using the hammer on then will create the coke oven	Сложите куб 3x3x3 и ударьте по нему инженерным молотом, чтобы построить коксовую печь	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	271	Made with creosote and planks	Создаётся из досок, пропитанных креозотом	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	288	Used with blue prints to make items	Используется вместе с чертежами для создания предметов	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	373	Work like storage drawers but with additional stuff	Работают как складские ящики, но обладают дополнительными возможностями	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	389	Any #functionalstorage:drawer	Любой предмет из тега #functionalstorage:drawer	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	392	Functional Storage	Functional Storage	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	401	Create your own drawers!	Создайте собственные складские ящики!	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	418	Allows you to lock drawers, show or hide drawers counts, show or hide upgrades, show or hide items. All in one tool	Одним инструментом запирает ящики и переключает отображение количества предметов, улучшений и содержимого	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	444	The heart of your drawer network	Сердце сети складских ящиков	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	461	If a recipe can be crafted and uncrafted this drawer will provide both outputs. Can also be framed	Если рецепт работает в обе стороны, этот ящик предоставит оба варианта предмета. На него также можно установить рамку	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	478	Basic item transport	Простая транспортировка предметов	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	495	Can be used to link a controller to drawers	Связывает контроллер со складскими ящиками	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	519	An improved resource generator.	Улучшенный генератор ресурсов.	reviewed
overrides/config/ftbquests/quests/chapters/wood_tech.snbt	530	Wood Tech	Деревянные технологии	reviewed
overrides/config/ftbquests/quests/data.snbt	50	Astropolis	Astropolis	reviewed
